################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.7382933000058068E-01 a         1     0     1     1     1
  3.9036689617589704E-01 a         2     0     1     1     2
 -4.4416859047329155E-01 a         3     0     1     1     3
  1.2130396478295966E-01 a         4     0     1     1     4
  1.4013627338882276E-01 a         5     0     1     1     5
  1.8817523457971233E-01 a         6     0     1     1     6
  2.0329035519861532E-01 a         7     0     1     1     7
 -3.8124721346621288E-01 a         8     0     1     1     8
  1.2641616607036625E+00 a         9     0     1     1     9
  1.4808111123452999E-01 a        10     0     1     1    10
  5.1500179164482240E-01 a        11     0     1     1    11
 -4.3587443062273507E-01 a        12     0     1     1    12
  2.2292523969484028E+00 a        13     0     1     1    13
 -4.1191479361052957E-01 a        14     0     1     1    14
  1.1597016151444002E+00 a        15     0     1     1    15
  1.4530502942869017E-01 a        16     0     1     1    16
 -1.6500081643968273E-01 a        17     0     1     1    17
  7.6576164327137375E-02 a        18     0     1     1    18
 -3.4117405325164013E-01 a        19     0     1     1    19
 -1.2944330160965700E-01 a        20     0     1     1    20
 -4.6891155580608593E-02 a        21     0     2     1     1
  2.1298253560713415E-01 a        22     0     2     1     2
 -6.8168392104051324E-03 a        23     0     2     1     3
 -7.4621643633298507E-01 a        24     0     2     1     4
  1.2105339364819105E-01 a        25     0     2     1     5
 -4.3568225875759009E-01 a        26     0     2     1     6
  2.6489243731329232E-01 a        27     0     2     1     7
  3.0291426030147552E-03 a        28     0     2     1     8
 -7.8678879201797525E-01 a        29     0     2     1     9
  7.4841067092216873E-01 a        30     0     2     1    10
 -5.6842831029979535E-01 a        31     0     2     1    11
 -4.1550911759539774E-02 a        32     0     2     1    12
 -1.6582436298914731E+00 a        33     0     2     1    13
  1.5520037858546573E-01 a        34     0     2     1    14
 -1.0450824472990548E+00 a        35     0     2     1    15
 -2.5885174327842109E-01 a        36     0     2     1    16
  4.5924205329502993E-01 a        37     0     2     1    17
 -1.1663306378611173E-01 a        38     0     2     1    18
  6.8055837239959477E-02 a        39     0     2     1    19
  6.4054779068953061E-01 a        40     0     2     1    20
  1.2519401805186814E-01 a        41     0     3     1     1
  2.1736306345300601E-02 a        42     0     3     1     2
 -1.8987707927705741E-01 a        43     0     3     1     3
 -3.8649875352146562E-01 a        44     0     3     1     4
 -1.4610719175442405E-01 a        45     0     3     1     5
 -9.1453548401604756E-01 a        46     0     3     1     6
  1.0793745976488607E-01 a        47     0     3     1     7
 -6.5881150175224290E-01 a        48     0     3     1     8
  3.1588105636965813E-01 a        49     0     3     1     9
 -4.6188288122911503E-01 a        50     0     3     1    10
 -1.1202162959115494E-01 a        51     0     3     1    11
  4.5294417251125130E-01 a        52     0     3     1    12
  5.6885486652597583E-01 a        53     0     3     1    13
  1.1961633396329650E-01 a        54     0     3     1    14
  6.8549957758077185E-01 a        55     0     3     1    15
  8.0132357735926929E-01 a        56     0     3     1    16
  3.4095409841955387E-02 a        57     0     3     1    17
 -3.0624487654667215E-02 a        58     0     3     1    18
 -9.0647452645161342E-01 a        59     0     3     1    19
  2.7671313283790722E-01 a        60     0     3     1    20
 -4.0827064194073795E-02 a        61     0     4     1     1
 -2.8419626141720240E-02 a        62     0     4     1     2
  4.7007319015246501E-01 a        63     0     4     1     3
 -2.5158825656920514E-01 a        64     0     4     1     4
 -3.4020762421542394E-01 a        65     0     4     1     5
  4.2719882570774675E-01 a        66     0     4     1     6
  1.2043720595389802E-01 a        67     0     4     1     7
  3.7075229499222057E-01 a        68     0     4     1     8
  3.7545040054217815E-01 a        69     0     4     1     9
  3.6230073131831880E-01 a        70     0     4     1    10
  2.9653003394661548E-01 a        71     0     4     1    11
 -2.4347625468244047E-01 a        72     0     4     1    12
 -3.1998836770613748E-01 a        73     0     4     1    13
  2.6629699360276726E-01 a        74     0     4     1    14
  6.1716894530637730E-02 a        75     0     4     1    15
 -4.0561036936861450E-01 a        76     0     4     1    16
  1.4227696908142749E-03 a        77     0     4     1    17
 -1.2303054055572508E-01 a        78     0     4     1    18
  2.9805234789399498E-01 a        79     0     4     1    19
 -5.7945902248962478E-01 a        80     0     4     1    20
  1.9370565322802880E-01 a        81     0     5     1     1
 -3.3293706598151784E-01 a        82     0     5     1     2
  2.3849432163725554E-01 a        83     0     5     1     3
 -1.0748557167316168E-01 a        84     0     5     1     4
 -1.5464569618569221E-01 a        85     0     5     1     5
 -5.6391035659233368E-01 a        86     0     5     1     6
 -3.3408346937360006E-01 a        87     0     5     1     7
  6.6155829671581146E-01 a        88     0     5     1     8
 -1.8098963466867701E-01 a        89     0     5     1     9
 -2.9301784009477616E-01 a        90     0     5     1    10
  6.6437166661910588E-02 a        91     0     5     1    11
  7.8143857345361756E-01 a        92     0     5     1    12
  3.2312613636961829E-01 a        93     0     5     1    13
 -1.9872248713527199E-01 a        94     0     5     1    14
  2.7277815004923361E-01 a        95     0     5     1    15
  4.0771171167991138E-01 a        96     0     5     1    16
  5.0118631114450074E-01 a        97     0     5     1    17
  5.5597440183596825E-01 a        98     0     5     1    18
  1.3447563588638714E-01 a        99     0     5     1    19
  4.6420167564512710E-01 a       100     0     5     1    20
 -1.7323568795606822E-01 a       101     0     6     1     1
 -2.2379602689713649E-01 a       102     0     6     1     2
 -2.2233227289962904E-01 a       103     0     6     1     3
  4.9138472050395410E-01 a       104     0     6     1     4
 -4.0880965148720888E-01 a       105     0     6     1     5
  3.1503192969281485E-01 a       106     0     6     1     6
 -1.4411311656752045E-02 a       107     0     6     1     7
 -7.5190831992695993E-03 a       108     0     6     1     8
  5.4635705403236989E-01 a       109     0     6     1     9
  8.6765470466070513E-02 a       110     0     6     1    10
  3.1665356926059740E-01 a       111     0     6     1    11
 -4.3899008623586816E-01 a       112     0     6     1    12
  2.8879255874245857E-01 a       113     0     6     1    13
 -2.1062312572762126E-01 a       114     0     6     1    14
  1.2702570238479730E-01 a       115     0     6     1    15
  2.4354870595932301E-01 a       116     0     6     1    16
 -2.0567515076306772E-01 a       117     0     6     1    17
 -2.0240011959208828E-01 a       118     0     6     1    18
  1.8942025414985797E-01 a       119     0     6     1    19
 -5.8346936035570252E-01 a       120     0     6     1    20
 -9.1807454627474541E-02 a       121     0     7     1     1
  3.8124778815940413E-01 a       122     0     7     1     2
 -4.9076199668988418E-01 a       123     0     7     1     3
 -3.8086396123824762E-01 a       124     0     7     1     4
  2.6785700754791225E-01 a       125     0     7     1     5
 -2.5879029318227109E-01 a       126     0     7     1     6
 -5.9682378890759968E-01 a       127     0     7     1     7
  5.1387929964982992E-01 a       128     0     7     1     8
  5.1429361499219706E-01 a       129     0     7     1     9
  4.3108277359715902E-01 a       130     0     7     1    10
  1.6414387035027761E-01 a       131     0     7     1    11
 -4.7184306219949312E-01 a       132     0     7     1    12
  9.5329538160035732E-01 a       133     0     7     1    13
 -1.9517681387309091E-01 a       134     0     7     1    14
 -2.2743157551153756E-01 a       135     0     7     1    15
 -7.0322419575998218E-02 a       136     0     7     1    16
 -2.4675745044529515E-01 a       137     0     7     1    17
 -1.0346458595346388E-01 a       138     0     7     1    18
  8.4205115031615430E-01 a       139     0     7     1    19
 -1.1002708974396477E-02 a       140     0     7     1    20
 -6.9854886556624515E-02 a       141     0     8     1     1
  1.2682760622441241E-01 a       142     0     8     1     2
  2.2624924443246466E-01 a       143     0     8     1     3
  4.0946182857063118E-01 a       144     0     8     1     4
 -3.4719252020585367E-01 a       145     0     8     1     5
  3.8597011042499969E-02 a       146     0     8     1     6
  1.0498077898087248E-01 a       147     0     8     1     7
 -2.6936628352071201E-01 a       148     0     8     1     8
  1.2723507007297818E-01 a       149     0     8     1     9
 -1.2868384874490069E-01 a       150     0     8     1    10
  4.0632780198842498E-02 a       151     0     8     1    11
 -6.7212560946536964E-02 a       152     0     8     1    12
  6.2045570129114902E-01 a       153     0     8     1    13
  6.0088695217782395E-01 a       154     0     8     1    14
 -3.1366236665063546E-01 a       155     0     8     1    15
  2.1611671473776731E-01 a       156     0     8     1    16
 -5.3766074291490351E-01 a       157     0     8     1    17
  2.5116987083487141E-01 a       158     0     8     1    18
 -3.5495086777418042E-02 a       159     0     8     1    19
 -4.9397219516229418E-01 a       160     0     8     1    20
  5.2128968875598447E-01 a       161     0     9     1     1
  5.9457070924606462E-02 a       162     0     9     1     2
  3.2508033761208352E-02 a       163     0     9     1     3
 -2.5476831854310522E-01 a       164     0     9     1     4
  2.0546230616497760E-01 a       165     0     9     1     5
 -1.6127810616030142E-01 a       166     0     9     1     6
 -4.3762348137181585E-02 a       167     0     9     1     7
  6.5472145793654291E-02 a       168     0     9     1     8
 -1.6650804343502253E-02 a       169     0     9     1     9
  1.5993644715035397E-02 a       170     0     9     1    10
 -1.0028791232813575E-01 a       171     0     9     1    11
  4.6670175728292466E-03 a       172     0     9     1    12
 -1.8708299816520768E-01 a       173     0     9     1    13
  1.8433222441708866E-01 a       174     0     9     1    14
  5.2982809474052805E-01 a       175     0     9     1    15
 -5.3918129205512463E-02 a       176     0     9     1    16
  4.7871701983277087E-01 a       177     0     9     1    17
  1.9107279038276670E-01 a       178     0     9     1    18
 -8.3425313770605702E-01 a       179     0     9     1    19
  9.8330924194483540E-02 a       180     0     9     1    20
  9.0590025897901699E-03 a       181     0    10     1     1
 -2.8234877165126049E-01 a       182     0    10     1     2
 -3.5371238860019205E-01 a       183     0    10     1     3
 -4.2209540567103665E-01 a       184     0    10     1     4
 -3.0727543893733411E-01 a       185     0    10     1     5
 -6.6950212717183533E-01 a       186     0    10     1     6
  2.4381156535041548E-01 a       187     0    10     1     7
 -4.3147122520566950E-01 a       188     0    10     1     8
 -3.2843676748746792E-01 a       189     0    10     1     9
  8.9629361836514529E-02 a       190     0    10     1    10
 -3.3464174646692035E-01 a       191     0    10     1    11
  2.5330339592261081E-01 a       192     0    10     1    12
  1.0952401073856491E-02 a       193     0    10     1    13
 -1.3831554758581376E-02 a       194     0    10     1    14
  2.3733385616012279E-01 a       195     0    10     1    15
 -3.7519050667071535E-01 a       196     0    10     1    16
  1.1733602213006501E-01 a       197     0    10     1    17
 -4.4996840589722376E-01 a       198     0    10     1    18
 -8.3912960568067763E-01 a       199     0    10     1    19
  1.9539166130564087E-01 a       200     0    10     1    20
 -4.0335946481695056E-02 a       201     0    11     1     1
  1.0847265858250511E-01 a       202     0    11     1     2
 -3.9146358414292576E-01 a       203     0    11     1     3
 -1.7826868750714689E-01 a       204     0    11     1     4
  5.2434618668765320E-01 a       205     0    11     1     5
  5.6585437348995260E-01 a       206     0    11     1     6
 -5.0811407370593342E-01 a       207     0    11     1     7
 -5.4107508610701127E-01 a       208     0    11     1     8
  3.1782345808341944E-01 a       209     0    11     1     9
  4.3346289250630460E-01 a       210     0    11     1    10
  1.0920538871176698E-01 a       211     0    11     1    11
  1.5851492849264237E-01 a       212     0    11     1    12
  4.4196769111584677E-01 a       213     0    11     1    13
  5.0806222849801153E-01 a       214     0    11     1    14
 -1.7814956731474474E-01 a       215     0    11     1    15
 -4.4208916013599386E-01 a       216     0    11     1    16
 -5.9612119570314349E-02 a       217     0    11     1    17
 -3.7800009856206218E-01 a       218     0    11     1    18
 -2.8108407935489749E-01 a       219     0    11     1    19
  5.9206082163236118E-01 a       220     0    11     1    20
  2.0076848276473808E-01 a       221     0    12     1     1
  2.8429583494085203E-01 a       222     0    12     1     2
 -1.0416055968398065E-01 a       223     0    12     1     3
 -3.3100748104560995E-01 a       224     0    12     1     4
  2.5690855139355229E-01 a       225     0    12     1     5
  3.8069927603482207E-01 a       226     0    12     1     6
  1.2439500911489466E-01 a       227     0    12     1     7
  1.6279651836954634E-01 a       228     0    12     1     8
  4.4762646616356211E-01 a       229     0    12     1     9
  1.2368702889401824E-01 a       230     0    12     1    10
  2.0493251822786801E-02 a       231     0    12     1    11
 -4.5922523204960547E-01 a       232     0    12     1    12
 -3.3981059373741290E-01 a       233     0    12     1    13
  3.2191614372960073E-02 a       234     0    12     1    14
  1.2012808621139755E-01 a       235     0    12     1    15
 -2.3433846845422673E-01 a       236     0    12     1    16
  5.2013825210162989E-01 a       237     0    12     1    17
  4.1509561644914483E-01 a       238     0    12     1    18
  3.8381310938171370E-01 a       239     0    12     1    19
  2.6465309445263563E-01 a       240     0    12     1    20
 -2.7797122655692846E-01 a       241     0    13     1     1
  6.0104080047191977E-01 a       242     0    13     1     2
  5.9819157271533163E-01 a       243     0    13     1     3
  8.5245858278773599E-03 a       244     0    13     1     4
 -3.8547253783532531E-01 a       245     0    13     1     5
  2.1077159793472366E-01 a       246     0    13     1     6
  1.0322157184313595E-01 a       247     0    13     1     7
  2.6464205016534370E-01 a       248     0    13     1     8
  8.8129122748731428E-02 a       249     0    13     1     9
 -2.2476255493884947E-02 a       250     0    13     1    10
  2.4174824842535289E-01 a       251     0    13     1    11
 -1.8572764621265903E-01 a       252     0    13     1    12
 -8.2037455638851720E-01 a       253     0    13     1    13
 -1.0108795458413580E+00 a       254     0    13     1    14
  2.8165031402110974E-01 a       255     0    13     1    15
 -3.0352819222136307E-01 a       256     0    13     1    16
 -1.9511633314640703E-01 a       257     0    13     1    17
  1.3868487872192184E-01 a       258     0    13     1    18
  1.0825952525668377E-01 a       259     0    13     1    19
 -3.8827717542230647E-02 a       260     0    13     1    20
 -1.5562222258571146E-01 a       261     0    14     1     1
 -4.0303675205300349E-01 a       262     0    14     1     2
  1.1994873042490239E-01 a       263     0    14     1     3
  1.0956752525237512E-01 a       264     0    14     1     4
 -1.0862381735272919E-01 a       265     0    14     1     5
 -2.6769883432782943E-01 a       266     0    14     1     6
 -6.3697236561345993E-01 a       267     0    14     1     7
  1.9676766169960794E-01 a       268     0    14     1     8
 -1.8520038974179689E-01 a       269     0    14     1     9
  7.1425114038470877E-02 a       270     0    14     1    10
 -1.6306474089606771E-01 a       271     0    14     1    11
 -1.1242794626184401E-01 a       272     0    14     1    12
  1.0394324637807523E-01 a       273     0    14     1    13
 -7.4671049953886584E-02 a       274     0    14     1    14
 -1.9782249366362473E-02 a       275     0    14     1    15
  3.5663457267919746E-01 a       276     0    14     1    16
 -4.8457730353968720E-01 a       277     0    14     1    17
  7.0617505309877740E-03 a       278     0    14     1    18
 -4.6111028837834869E-02 a       279     0    14     1    19
  1.7184944785539261E-01 a       280     0    14     1    20
 -8.8101843269270771E-02 a       281     0    15     1     1
 -3.9551727740147591E-01 a       282     0    15     1     2
  8.4274712416243500E-02 a       283     0    15     1     3
 -3.8992605625595089E-02 a       284     0    15     1     4
 -8.3320301354405213E-02 a       285     0    15     1     5
  1.3618809162689155E-01 a       286     0    15     1     6
  6.6751008853646787E-01 a       287     0    15     1     7
 -2.1215567740026281E-01 a       288     0    15     1     8
 -2.4370088649539792E-01 a       289     0    15     1     9
  9.1375550847279843E-02 a       290     0    15     1    10
  3.0189864973848435E-01 a       291     0    15     1    11
 -6.0670706802370071E-02 a       292     0    15     1    12
 -3.9106768316989809E-01 a       293     0    15     1    13
  2.4573365858103199E-01 a       294     0    15     1    14
  2.0030127245880983E-01 a       295     0    15     1    15
 -7.4935125649146381E-02 a       296     0    15     1    16
  2.6095777942331916E-01 a       297     0    15     1    17
  5.5735001112545993E-02 a       298     0    15     1    18
 -4.1821730031177029E-01 a       299     0    15     1    19
 -2.2537230219607171E-01 a       300     0    15     1    20
 -7.6859864201734825E-03 a       301     0    16     1     1
 -3.1436050994238609E-03 a       302     0    16     1     2
 -5.2740656994359793E-02 a       303     0    16     1     3
 -5.5194580984493265E-02 a       304     0    16     1     4
  2.8432300703489025E-02 a       305     0    16     1     5
  5.0958408247961821E-02 a       306     0    16     1     6
  1.2829941592876593E-01 a       307     0    16     1     7
 -8.9493879808733703E-02 a       308     0    16     1     8
  6.3156620006118505E-02 a       309     0    16     1     9
  8.5345091930710035E-02 a       310     0    16     1    10
  8.2931439588102562E-02 a       311     0    16     1    11
 -1.0978411594256696E-01 a       312     0    16     1    12
 -8.5608248036258869E-02 a       313     0    16     1    13
  1.8137984634403440E-01 a       314     0    16     1    14
  3.8754886355101575E-02 a       315     0    16     1    15
 -2.0672125354028373E-01 a       316     0    16     1    16
  2.8616043247339357E-01 a       317     0    16     1    17
 -1.0976215374736983E-01 a       318     0    16     1    18
 -2.9928151766217734E-03 a       319     0    16     1    19
  5.5049568799498353E-03 a       320     0    16     1    20
  2.2917779307001132E-01 a       321     0    17     1     1
  2.4716722776205993E-01 a       322     0    17     1     2
  2.2380757395326509E-01 a       323     0    17     1     3
 -3.6656585769690983E-02 a       324     0    17     1     4
 -1.2278302353942501E-01 a       325     0    17     1     5
 -1.9059628185046873E-01 a       326     0    17     1     6
 -8.4509732767067927E-02 a       327     0    17     1     7
  2.5950882169457351E-01 a       328     0    17     1     8
 -9.9091708524578770E-02 a       329     0    17     1     9
 -1.0093848910009241E-01 a       330     0    17     1    10
 -6.4456370478922664E-01 a       331     0    17     1    11
