################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.4753501225754975E-01 a         1     0     1     1     1
 -4.6021976584380048E-01 a         2     0     1     1     2
  2.5309889451661205E-01 a         3     0     1     1     3
 -8.6974161371430425E-01 a         4     0     1     1     4
  1.2673587574100115E-01 a         5     0     1     1     5
  2.2283978479377708E-01 a         6     0     1     1     6
 -4.2131219116456703E-01 a         7     0     1     1     7
 -4.5484495863565971E-01 a         8     0     1     1     8
 -2.6393578988512434E-01 a         9     0     1     1     9
 -5.6362127991945073E-02 a        10     0     1     1    10
  7.7074060323905269E-01 a        11     0     1     1    11
  3.8778362405567252E-01 a        12     0     1     1    12
  8.4745078275280195E-01 a        13     0     1     1    13
  4.1686051192639056E-01 a        14     0     1     1    14
 -2.3636990830785822E+00 a        15     0     1     1    15
 -1.1589331354336203E+00 a        16     0     1     1    16
 -3.4796731890376054E-01 a        17     0     1     1    17
 -6.0853168999092044E-01 a        18     0     1     1    18
 -8.3755373115963527E-01 a        19     0     1     1    19
  4.6501667178961426E-01 a        20     0     1     1    20
 -7.5402899702793835E-01 a        21     0     2     1     1
  5.0859150615227877E-01 a        22     0     2     1     2
 -1.4936365690614293E-02 a        23     0     2     1     3
  4.8713297566111219E-01 a        24     0     2     1     4
 -4.4203596291407091E-02 a        25     0     2     1     5
  4.2743359884321325E-01 a        26     0     2     1     6
 -1.9876028849023281E-01 a        27     0     2     1     7
  5.3586118683799222E-01 a        28     0     2     1     8
  1.9387598868474795E-01 a        29     0     2     1     9
 -4.4356133264428432E-01 a        30     0     2     1    10
 -5.9687642845957534E-01 a        31     0     2     1    11
 -9.0211838784076903E-01 a        32     0     2     1    12
 -1.0181967349100247E+00 a        33     0     2     1    13
 -4.1654516931340452E-01 a        34     0     2     1    14
  1.8317225059443256E+00 a        35     0     2     1    15
  7.9758611496678766E-01 a        36     0     2     1    16
  1.0865661423087458E-01 a        37     0     2     1    17
  1.2419674304221091E-01 a        38     0     2     1    18
  1.0517629981902086E+00 a        39     0     2     1    19
 -6.0329464483884487E-01 a        40     0     2     1    20
  2.4753204802384698E-01 a        41     0     3     1     1
 -8.0615321586149521E-02 a        42     0     3     1     2
 -1.9813542560329814E-01 a        43     0     3     1     3
  3.8266932028308803E-01 a        44     0     3     1     4
  6.1733772179243640E-01 a        45     0     3     1     5
  2.9149555443664620E-02 a        46     0     3     1     6
  3.1366948917161498E-02 a        47     0     3     1     7
  1.9520529206377113E-01 a        48     0     3     1     8
 -1.8108298312906462E-01 a        49     0     3     1     9
 -9.0043234216604484E-02 a        50     0     3     1    10
  2.3950498173269327E-01 a        51     0     3     1    11
  1.6222808995237026E-01 a        52     0     3     1    12
  8.9645871167315860E-01 a        53     0     3     1    13
  1.9320456242926418E-01 a        54     0     3     1    14
 -1.2343306540410430E+00 a        55     0     3     1    15
  3.6308476166479337E-01 a        56     0     3     1    16
 -3.6195489063370773E-01 a        57     0     3     1    17
  1.2123986311295067E-01 a        58     0     3     1    18
 -7.1839922167152970E-01 a        59     0     3     1    19
 -1.3993757727889530E-01 a        60     0     3     1    20
  2.7377317013822633E-01 a        61     0     4     1     1
 -3.5704932663769812E-02 a        62     0     4     1     2
 -4.1016181199076476E-02 a        63     0     4     1     3
 -2.6595919673910895E-01 a        64     0     4     1     4
 -5.9544892688665918E-01 a        65     0     4     1     5
 -1.6852453738138792E-01 a        66     0     4     1     6
 -4.0561643636422151E-01 a        67     0     4     1     7
 -3.4608887595955767E-01 a        68     0     4     1     8
  1.6318380312630318E-01 a        69     0     4     1     9
  5.1065690095635863E-01 a        70     0     4     1    10
