################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  3.7006458999950315E-01 a         1     0     1     1     1
  2.3911448531094606E-01 a         2     0     1     1     2
 -1.2942007407477654E-01 a         3     0     1     1     3
  3.7827586142415291E-02 a         4     0     1     1     4
  6.4189568070760772E-01 a         5     0     1     1     5
 -2.1193666027213090E-01 a         6     0     1     1     6
 -6.3891821045261632E-01 a         7     0     1     1     7
 -6.7346647550369598E-01 a         8     0     1     1     8
 -4.2088783727240942E-01 a         9     0     1     1     9
 -3.8774572791293267E-02 a        10     0     1     1    10
 -6.3811057500177670E-01 a        11     0     1     1    11
  4.2189832432925811E-01 a        12     0     1     1    12
  2.1318990911221913E-01 a        13     0     1     1    13
 -4.5593396232370725E-01 a        14     0     1     1    14
  2.6648852337157614E-01 a        15     0     1     1    15
 -5.3665693678049159E-02 a        16     0     1     1    16
 -2.9980318143192924E-01 a        17     0     1     1    17
 -7.9934206692656079E-02 a        18     0     1     1    18
  3.0938916180270247E-02 a        19     0     1     1    19
 -5.8644004149342543E-01 a        20     0     1     1    20
  1.3730139770739738E-01 a        21     0     2     1     1
 -9.7565685545012359E-01 a        22     0     2     1     2
 -1.4171212164649150E-01 a        23     0     2     1     3
  3.5331881663113890E-01 a        24     0     2     1     4
 -4.2973110289942620E-02 a        25     0     2     1     5
  2.0304833221325599E-01 a        26     0     2     1     6
  1.3521537786655222E+00 a        27     0     2     1     7
  3.5518443134583760E-01 a        28     0     2     1     8
  3.0708790343448822E-01 a        29     0     2     1     9
  2.2917733009941887E-01 a        30     0     2     1    10
  4.5726450141194108E-01 a        31     0     2     1    11
  3.4641067785173074E-01 a        32     0     2     1    12
 -2.4616159932515919E-01 a        33     0     2     1    13
  1.5206018334961344E+00 a        34     0     2     1    14
  4.5113387121355569E-01 a        35     0     2     1    15
 -4.7793536843728629E-01 a        36     0     2     1    16
  4.9182867215819798E-01 a        37     0     2     1    17
 -5.1411606679877625E-02 a        38     0     2     1    18
  1.2244435516358486E-01 a        39     0     2     1    19
  1.1329194398320983E+00 a        40     0     2     1    20
  2.3956997594373503E-02 a        41     0     3     1     1
  2.6446618961858681E-01 a        42     0     3     1     2
 -4.7487419663191843E-01 a        43     0     3     1     3
  2.3104692871169710E-01 a        44     0     3     1     4
 -2.9285114902375303E-01 a        45     0     3     1     5
  2.2755011781025508E-01 a        46     0     3     1     6
 -2.4643958558961016E-01 a        47     0     3     1     7
  3.2091392498119833E-02 a        48     0     3     1     8
  3.4375130139164023E-01 a        49     0     3     1     9
  5.0951243525893919E-01 a        50     0     3     1    10
  5.9026302703217781E-01 a        51     0     3     1    11
 -7.9649900178384969E-01 a        52     0     3     1    12
 -1.5547695913615675E-01 a        53     0     3     1    13
 -5.0651306880128047E-02 a        54     0     3     1    14
 -5.4084167575640130E-01 a        55     0     3     1    15
 -1.8899161173701692E-01 a        56     0     3     1    16
  1.0872356297516422E-01 a        57     0     3     1    17
  5.0245487973753569E-02 a        58     0     3     1    18
 -2.7725734991151069E-01 a        59     0     3     1    19
  3.0152321894032219E-01 a        60     0     3     1    20
 -3.1818646951182666E-02 a        61     0     4     1     1
  2.4525764165459424E-01 a        62     0     4     1     2
  1.6542375236569690E-01 a        63     0     4     1     3
 -6.2194184386447671E-01 a        64     0     4     1     4
  3.9857345728236199E-01 a        65     0     4     1     5
 -4.3861628791859969E-01 a        66     0     4     1     6
 -2.8061035175295979E-01 a        67     0     4     1     7
 -2.3432505774264756E-01 a        68     0     4     1     8
  7.8130915051070249E-01 a        69     0     4     1     9
 -4.9631243394579677E-01 a        70     0     4     1    10
 -4.0617968233516544E-01 a        71     0     4     1    11
  2.7034508811243568E-02 a        72     0     4     1    12
 -2.0804264293821620E-01 a        73     0     4     1    13
 -1.8003183717994850E-01 a        74     0     4     1    14
 -1.9474188712367202E-01 a        75     0     4     1    15
  1.5838904516949187E-01 a        76     0     4     1    16
 -1.8558332340048991E-01 a        77     0     4     1    17
 -5.8655949010372903E-02 a        78     0     4     1    18
  1.3124911888185165E-01 a        79     0     4     1    19
 -6.5783994021825576E-01 a        80     0     4     1    20
  2.2364172548350677E-04 a        81     0     5     1     1
 -3.0381107897015608E-01 a        82     0     5     1     2
 -1.0587771810594792E-02 a        83     0     5     1     3
  2.4036111938347529E-01 a        84     0     5     1     4
 -7.8540130371914563E-01 a        85     0     5     1     5
 -2.3397719908367022E-03 a        86     0     5     1     6
 -1.2893420158418251E-01 a        87     0     5     1     7
 -2.6192136494278057E-02 a        88     0     5     1     8
 -8.5242808059854652E-02 a        89     0     5     1     9
  6.1359155066768611E-01 a        90     0     5     1    10
  2.4348509529726562E-02 a        91     0     5     1    11
  3.7882706994070892E-01 a        92     0     5     1    12
  2.9063857438365015E-01 a        93     0     5     1    13
  1.8765079533624179E-01 a        94     0     5     1    14
 -2.3091648716010857E-01 a        95     0     5     1    15
  5.5539256958676819E-01 a        96     0     5     1    16
 -6.0625981584681987E-01 a        97     0     5     1    17
 -3.4355684044474394E-01 a        98     0     5     1    18
  2.9182382821852426E-01 a        99     0     5     1    19
 -6.8335778706032135E-02 a       100     0     5     1    20
  2.8546406199565294E-01 a       101     0     6     1     1
  5.0508401198115016E-01 a       102     0     6     1     2
  3.4410186180032942E-01 a       103     0     6     1     3
 -1.3378944264741710E-01 a       104     0     6     1     4
  1.6756048488479480E-01 a       105     0     6     1     5
 -1.0345014578205990E-01 a       106     0     6     1     6
 -4.7108862755399428E-01 a       107     0     6     1     7
 -3.3958549943366756E-01 a       108     0     6     1     8
 -1.7510822825231898E-01 a       109     0     6     1     9
 -2.9639246328268122E-02 a       110     0     6     1    10
 -6.0336392890294500E-02 a       111     0     6     1    11
 -7.5874861549131395E-02 a       112     0     6     1    12
  2.9277669553556507E-01 a       113     0     6     1    13
 -6.3965785564824551E-01 a       114     0     6     1    14
  1.2304386971719182E-01 a       115     0     6     1    15
  2.3770095927454865E-01 a       116     0     6     1    16
  1.5784888132662817E-01 a       117     0     6     1    17
  7.5171011784235409E-01 a       118     0     6     1    18
 -2.6635490298423165E-01 a       119     0     6     1    19
  5.8787315094170921E-02 a       120     0     6     1    20
  1.5781198899491141E-02 a       121     0     7     1     1
 -2.7292155112261959E-02 a       122     0     7     1     2
 -4.8764678044606657E-02 a       123     0     7     1     3
  2.3995436200246906E-01 a       124     0     7     1     4
  2.5029675103587351E-01 a       125     0     7     1     5
  1.5768754066373447E-01 a       126     0     7     1     6
 -9.3763561957760533E-02 a       127     0     7     1     7
  5.3940194503981120E-01 a       128     0     7     1     8
 -1.1118921904244553E-01 a       129     0     7     1     9
 -1.1590304983480404E-01 a       130     0     7     1    10
 -5.0356155815080061E-01 a       131     0     7     1    11
  3.2874053933035163E-02 a       132     0     7     1    12
 -4.3673746499034194E-01 a       133     0     7     1    13
  1.7023080881986380E-01 a       134     0     7     1    14
  1.3624281784457412E-01 a       135     0     7     1    15
 -1.0879463368566955E-01 a       136     0     7     1    16
  3.7819146995770775E-01 a       137     0     7     1    17
  3.1625854621776617E-01 a       138     0     7     1    18
 -1.2737811333395260E-01 a       139     0     7     1    19
  1.6979196096450083E-01 a       140     0     7     1    20
 -4.4464458605234713E-01 a       141     0     8     1     1
 -7.9513518690565860E-02 a       142     0     8     1     2
 -6.1578762238297668E-01 a       143     0     8     1     3
  6.7302664423132863E-01 a       144     0     8     1     4
 -1.0465582649616805E+00 a       145     0     8     1     5
  5.9118897073947008E-01 a       146     0     8     1     6
  6.3857106641504846E-01 a       147     0     8     1     7
  7.5984497209545609E-01 a       148     0     8     1     8
 -5.6513993700089560E-01 a       149     0     8     1     9
 -2.1381199930541146E-03 a       150     0     8     1    10
  2.7263657606870306E-01 a       151     0     8     1    11
  2.3791755010320059E-01 a       152     0     8     1    12
  3.1958461116421599E-01 a       153     0     8     1    13
 -4.2170331639483499E-01 a       154     0     8     1    14
 -3.5874327853390509E-01 a       155     0     8     1    15
 -1.6544442837092233E-01 a       156     0     8     1    16
  2.0712597473385916E-01 a       157     0     8     1    17
 -4.6213702924030453E-01 a       158     0     8     1    18
  4.2935032622671127E-01 a       159     0     8     1    19
  3.9841925738194961E-01 a       160     0     8     1    20
 -2.3758012716863811E-01 a       161     0     9     1     1
 -1.7006202292797001E-01 a       162     0     9     1     2
 -1.2485298052252328E-01 a       163     0     9     1     3
 -4.5961321864301363E-01 a       164     0     9     1     4
  2.8487259749715577E-01 a       165     0     9     1     5
 -2.1689906402184642E-01 a       166     0     9     1     6
  2.1447650946651425E-01 a       167     0     9     1     7
  1.9385244128940901E-01 a       168     0     9     1     8
  6.3199490534707647E-01 a       169     0     9     1     9
 -6.6730517006669987E-01 a       170     0     9     1    10
 -3.9912551559902074E-02 a       171     0     9     1    11
 -2.1848483505132749E-01 a       172     0     9     1    12
 -1.1527572408842486E-01 a       173     0     9     1    13
  6.6078984799661655E-01 a       174     0     9     1    14
