################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  5.2306304279007487E-01 a         1     0     1     1     1
 -6.0690006865966506E-01 a         2     0     1     1     2
 -9.0625687941932342E-01 a         3     0     1     1     3
  4.3625889621433456E-01 a         4     0     1     1     4
 -4.4516270632299154E-01 a         5     0     1     1     5
 -8.3005148637366122E-01 a         6     0     1     1     6
 -4.1845666780388563E-01 a         7     0     1     1     7
 -3.5422672400861038E-01 a         8     0     1     1     8
 -3.6710891499120346E-01 a         9     0     1     1     9
 -7.2123447437542620E-01 a        10     0     1     1    10
 -7.2929856568847073E-01 a        11     0     1     1    11
 -8.9651587555775702E-01 a        12     0     1     1    12
  2.7943261040864659E-01 a        13     0     1     1    13
 -2.2997121442735624E+00 a        14     0     1     1    14
 -1.2191868749721760E-01 a        15     0     1     1    15
  1.9417493037647762E-01 a        16     0     1     1    16
  2.8123996993277511E-01 a        17     0     1     1    17
 -3.5337343783897140E-01 a        18     0     1     1    18
  3.7037144395595856E-02 a        19     0     1     1    19
  3.4783563199165579E-01 a        20     0     1     1    20
 -2.1228900649854668E-01 a        21     0     2     1     1
  1.3230650904222632E+00 a        22     0     2     1     2
  1.1404609299715995E+00 a        23     0     2     1     3
 -3.1787504928420245E-02 a        24     0     2     1     4
  1.5173677166465838E-01 a        25     0     2     1     5
  8.0257024143999001E-01 a        26     0     2     1     6
  1.2466671984356481E+00 a        27     0     2     1     7
  6.8724002604647083E-01 a        28     0     2     1     8
  5.8051275254198387E-01 a        29     0     2     1     9
  1.7607556953136899E-01 a        30     0     2     1    10
  4.1372882792378074E-01 a        31     0     2     1    11
  9.3568057125924509E-01 a        32     0     2     1    12
 -2.2872936685617865E-01 a        33     0     2     1    13
  1.8261009037328928E+00 a        34     0     2     1    14
  2.7852463831983315E-01 a        35     0     2     1    15
 -4.6718284371628997E-02 a        36     0     2     1    16
  3.3271811332509477E-01 a        37     0     2     1    17
 -1.7818209137005983E-01 a        38     0     2     1    18
 -1.3661966444847232E-01 a        39     0     2     1    19
 -7.2599492866106263E-01 a        40     0     2     1    20
  1.0474805113740594E-01 a        41     0     3     1     1
  1.5610307783296582E-02 a        42     0     3     1     2
 -1.6975978078790077E-01 a        43     0     3     1     3
 -3.4557370432180523E-01 a        44     0     3     1     4
 -5.0771903449893507E-01 a        45     0     3     1     5
 -1.0569855881334222E+00 a        46     0     3     1     6
  1.7646889772131070E-02 a        47     0     3     1     7
  3.4041335327683719E-01 a        48     0     3     1     8
 -9.6118039799823296E-01 a        49     0     3     1     9
  5.4032508643592780E-01 a        50     0     3     1    10
 -5.4947191778091875E-01 a        51     0     3     1    11
  1.8470378177477564E-01 a        52     0     3     1    12
  3.5921150885446596E-01 a        53     0     3     1    13
 -6.1928467928970066E-01 a        54     0     3     1    14
 -1.4621050448450371E-01 a        55     0     3     1    15
  7.4847144605889127E-01 a        56     0     3     1    16
 -9.1340478804793748E-02 a        57     0     3     1    17
 -4.5575167306817344E-01 a        58     0     3     1    18
 -1.2857703125795469E-01 a        59     0     3     1    19
 -6.0792938654758288E-01 a        60     0     3     1    20
  8.4385136695206711E-02 a        61     0     4     1     1
 -8.5641593077052020E-02 a        62     0     4     1     2
 -8.6110255975268324E-01 a        63     0     4     1     3
 -4.6149901224007467E-01 a        64     0     4     1     4
  2.8425433421714802E-01 a        65     0     4     1     5
 -1.7422952015832577E-02 a        66     0     4     1     6
  3.7646649949288652E-01 a        67     0     4     1     7
 -2.3010862395238768E-01 a        68     0     4     1     8
  3.9555961428634612E-01 a        69     0     4     1     9
 -1.8769277266812007E-01 a        70     0     4     1    10
  3.0960830743809764E-01 a        71     0     4     1    11
 -5.6336864386499175E-01 a        72     0     4     1    12
 -2.7388111175083990E-01 a        73     0     4     1    13
 -3.0747210512935125E-01 a        74     0     4     1    14
 -1.6962889832917760E-01 a        75     0     4     1    15
 -3.3142970784026909E-01 a        76     0     4     1    16
 -1.6520466546138524E-01 a        77     0     4     1    17
  5.6695804918126513E-01 a        78     0     4     1    18
  2.6310583762935508E-01 a        79     0     4     1    19
  3.3947175571330096E-01 a        80     0     4     1    20
  2.7199787786923091E-01 a        81     0     5     1     1
 -4.4457773203176723E-03 a        82     0     5     1     2
  6.8831056153505310E-01 a        83     0     5     1     3
 -1.1375048717422341E-02 a        84     0     5     1     4
  2.2263425515621876E-01 a        85     0     5     1     5
