################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.0166096087244132E-01 a         1     0     1     1     1
  2.5988348431648595E-03 a         2     0     1     1     2
 -2.5278867723121162E-01 a         3     0     1     1     3
 -6.2216423684520343E-02 a         4     0     1     1     4
  6.7845745468560681E-01 a         5     0     1     1     5
  2.4515788109912567E-01 a         6     0     1     1     6
  1.6109902122037532E+00 a         7     0     1     1     7
 -2.0453325220697274E-01 a         8     0     1     1     8
 -4.9064550059124856E-01 a         9     0     1     1     9
 -3.2233634089478664E-03 a        10     0     1     1    10
 -1.2258851776538697E+00 a        11     0     1     1    11
 -1.3864950172219509E-01 a        12     0     1     1    12
  8.3512819525815296E-02 a        13     0     1     1    13
  1.8651996472099067E-01 a        14     0     1     1    14
  2.2579563644882727E-01 a        15     0     1     1    15
 -6.8082467609726549E-01 a        16     0     1     1    16
  1.6260977613942748E-01 a        17     0     1     1    17
  3.0196980184931838E-01 a        18     0     1     1    18
  6.2065537028298123E-01 a        19     0     1     1    19
 -2.8941452279584307E-01 a        20     0     1     1    20
  5.0181312473447515E-01 a        21     0     2     1     1
  3.4168260460892347E-01 a        22     0     2     1     2
  1.3710403368561089E-01 a        23     0     2     1     3
  3.1733464002993282E-02 a        24     0     2     1     4
 -5.0297216424987645E-01 a        25     0     2     1     5
 -1.7631423193110771E-01 a        26     0     2     1     6
 -2.8031881224213047E+00 a        27     0     2     1     7
  4.0229553690036246E-01 a        28     0     2     1     8
  3.5239305650800962E-01 a        29     0     2     1     9
 -2.3995849824211091E-01 a        30     0     2     1    10
  1.3827126225778450E+00 a        31     0     2     1    11
  1.8532439696304548E-01 a        32     0     2     1    12
 -9.0241008698234107E-02 a        33     0     2     1    13
 -1.6471254249053285E-01 a        34     0     2     1    14
  1.0571180602064283E-01 a        35     0     2     1    15
  1.1428963938236500E-01 a        36     0     2     1    16
 -5.0344291226550675E-01 a        37     0     2     1    17
 -6.4076762255175512E-01 a        38     0     2     1    18
 -7.2086587829262783E-01 a        39     0     2     1    19
  1.9020373960841601E-02 a        40     0     2     1    20
 -4.2369055122483984E-01 a        41     0     3     1     1
 -3.8203733350730584E-01 a        42     0     3     1     2
  3.0943310923957701E-01 a        43     0     3     1     3
  9.8118966133354579E-02 a        44     0     3     1     4
 -3.7209785601966061E-01 a        45     0     3     1     5
 -4.5373665836666033E-01 a        46     0     3     1     6
 -1.0805588255764013E-01 a        47     0     3     1     7
 -5.0531030182505854E-01 a        48     0     3     1     8
  1.1400141859164969E-01 a        49     0     3     1     9
  1.4801037066056694E-01 a        50     0     3     1    10
  6.5745477213282125E-02 a        51     0     3     1    11
  2.8207338901850976E-01 a        52     0     3     1    12
 -4.9539489652234059E-01 a        53     0     3     1    13
 -2.0886490834027124E-01 a        54     0     3     1    14
 -1.9552956967206939E-02 a        55     0     3     1    15
  2.6170253288893147E-01 a        56     0     3     1    16
  4.7250448656526206E-01 a        57     0     3     1    17
  1.0300349980551816E-01 a        58     0     3     1    18
 -1.5692219064980209E-01 a        59     0     3     1    19
  3.3396690248807981E-01 a        60     0     3     1    20
  4.5731449261569612E-01 a        61     0     4     1     1
 -5.2801749698785712E-02 a        62     0     4     1     2
 -1.7576771485888820E-01 a        63     0     4     1     3
  1.0396204269176497E-01 a        64     0     4     1     4
 -2.4135441408295932E-02 a        65     0     4     1     5
  4.1053743865190195E-01 a        66     0     4     1     6
  5.3191263437744007E-01 a        67     0     4     1     7
  1.1069802728851126E+00 a        68     0     4     1     8
 -4.0719324377274174E-01 a        69     0     4     1     9
 -4.0061156921770411E-02 a        70     0     4     1    10
  6.6349057735586103E-01 a        71     0     4     1    11
 -2.9218799585155153E-01 a        72     0     4     1    12
  5.6694815713061686E-01 a        73     0     4     1    13
 -2.6463866750811971E-01 a        74     0     4     1    14
  4.0333443658009477E-01 a        75     0     4     1    15
  8.1361349591313337E-01 a        76     0     4     1    16
 -9.7719897957170791E-03 a        77     0     4     1    17
  5.0023166720682477E-01 a        78     0     4     1    18
  7.6885071387490211E-01 a        79     0     4     1    19
  2.4049197423666918E-01 a        80     0     4     1    20
 -2.0468297235134042E-01 a        81     0     5     1     1
  1.0429632514488879E-01 a        82     0     5     1     2
  1.6871437783709201E-01 a        83     0     5     1     3
 -2.7173286716375028E-01 a        84     0     5     1     4
 -5.3405263743698927E-01 a        85     0     5     1     5
  2.1439900113362656E-01 a        86     0     5     1     6
 -3.4400701278937501E-01 a        87     0     5     1     7
 -7.3631677797598916E-01 a        88     0     5     1     8
  9.5197220943542323E-03 a        89     0     5     1     9
  1.2240331923007115E-01 a        90     0     5     1    10
  2.8154480937402038E-01 a        91     0     5     1    11
  6.9611800721131132E-03 a        92     0     5     1    12
  6.5895066742863384E-01 a        93     0     5     1    13
  4.7413736154411440E-01 a        94     0     5     1    14
 -1.1550176979551244E-01 a        95     0     5     1    15
 -2.5130467054374678E-01 a        96     0     5     1    16
