################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -6.8743454324708586E-01 a         1     0     1     1     1
 -1.3495737248246216E+00 a         2     0     1     1     2
 -6.2919823512781914E-01 a         3     0     1     1     3
 -3.1763981047885609E-01 a         4     0     1     1     4
  2.0104371889614298E-01 a         5     0     1     1     5
 -4.2893618857490307E-01 a         6     0     1     1     6
 -2.6320394285421550E-01 a         7     0     1     1     7
  2.8090115531818487E-02 a         8     0     1     1     8
 -1.7921283042531672E-01 a         9     0     1     1     9
 -3.3164457338007125E-01 a        10     0     1     1    10
 -3.2736667216109600E-01 a        11     0     1     1    11
 -1.9721554468234543E+00 a        12     0     1     1    12
  5.3191152426755173E-01 a        13     0     1     1    13
 -5.9274243762040624E-01 a        14     0     1     1    14
 -1.1174695247196631E+00 a        15     0     1     1    15
  1.1913610604178110E-01 a        16     0     1     1    16
  1.1488351561668667E-01 a        17     0     1     1    17
 -3.2423863704816924E-01 a        18     0     1     1    18
  1.0752390201938407E+00 a        19     0     1     1    19
  9.0821751487473479E-01 a        20     0     1     1    20
  2.4347392645451388E-01 a        21     0     2     1     1
  4.9475016305726233E-01 a        22     0     2     1     2
  1.2464378714494856E-01 a        23     0     2     1     3
  7.5454344446863941E-01 a        24     0     2     1     4
 -4.4536809824106505E-01 a        25     0     2     1     5
  7.3007347743018880E-01 a        26     0     2     1     6
  1.5559485170517717E-01 a        27     0     2     1     7
 -4.4424726402871867E-01 a        28     0     2     1     8
  5.6225673810072840E-01 a        29     0     2     1     9
  4.1224609819239255E-01 a        30     0     2     1    10
  9.4210285786778925E-02 a        31     0     2     1    11
  1.4991545449629127E+00 a        32     0     2     1    12
 -9.0493492285417776E-01 a        33     0     2     1    13
  1.4007006849760311E+00 a        34     0     2     1    14
  7.3253211218734193E-01 a        35     0     2     1    15
  2.2393987049534336E-01 a        36     0     2     1    16
 -3.4405134067122706E-01 a        37     0     2     1    17
  3.0707382505876524E-01 a        38     0     2     1    18
 -1.7176120093945826E-01 a        39     0     2     1    19
 -1.2248141053484101E+00 a        40     0     2     1    20
  4.5837808297362392E-01 a        41     0     3     1     1
  6.5913243722711057E-01 a        42     0     3     1     2
  5.4779592299053693E-02 a        43     0     3     1     3
 -4.4175005139395561E-02 a        44     0     3     1     4
 -2.1514995803387266E-01 a        45     0     3     1     5
  1.3091911263282643E-01 a        46     0     3     1     6
  1.0457175169758472E-01 a        47     0     3     1     7
  4.7430235529431036E-01 a        48     0     3     1     8
  7.9278548032802196E-02 a        49     0     3     1     9
  5.2825471416624370E-01 a        50     0     3     1    10
 -3.2830057121298478E-01 a        51     0     3     1    11
 -8.9883323967645790E-01 a        52     0     3     1    12
 -5.1049062073558271E-01 a        53     0     3     1    13
 -1.2249438696477311E-01 a        54     0     3     1    14
  5.8512959197263015E-01 a        55     0     3     1    15
  6.0430141603678200E-01 a        56     0     3     1    16
 -1.8854136837432669E-02 a        57     0     3     1    17
  5.6123251446809541E-01 a        58     0     3     1    18
  5.5678357232403675E-01 a        59     0     3     1    19
 -3.2323402199947525E-02 a        60     0     3     1    20
 -3.4393383828408780E-01 a        61     0     4     1     1
 -5.0673621531375646E-01 a        62     0     4     1     2
  2.7862038100042819E-01 a        63     0     4     1     3
  5.0798289221573334E-01 a        64     0     4     1     4
 -7.0642605055548369E-02 a        65     0     4     1     5
 -2.9196212642895236E-01 a        66     0     4     1     6
  2.9724893447012343E-02 a        67     0     4     1     7
 -6.4193260697383514E-01 a        68     0     4     1     8
 -8.4473540396548488E-02 a        69     0     4     1     9
 -2.8927284828407762E-01 a        70     0     4     1    10
 -3.8343083229501007E-01 a        71     0     4     1    11
  1.8560395566472096E-01 a        72     0     4     1    12
  2.2745440290594232E-01 a        73     0     4     1    13
  7.3904944866225353E-01 a        74     0     4     1    14
 -3.6419856299816944E-01 a        75     0     4     1    15
 -5.9143286420932062E-01 a        76     0     4     1    16
 -5.5672612524320098E-01 a        77     0     4     1    17
 -2.2844810354285881E-03 a        78     0     4     1    18
 -4.6841162536503700E-01 a        79     0     4     1    19
