################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.9939116955050514E-02 a         1     0     1     1     1
 -6.7633048546568808E-01 a         2     0     1     1     2
 -2.9036207473936471E-01 a         3     0     1     1     3
  3.8766136642368693E-01 a         4     0     1     1     4
 -2.9303198364976867E-02 a         5     0     1     1     5
  1.0397434371340351E-01 a         6     0     1     1     6
 -3.0621558856746471E+00 a         7     0     1     1     7
  1.7497668547869757E-01 a         8     0     1     1     8
 -2.0534966133490237E-01 a         9     0     1     1     9
 -7.8241936239172782E-01 a        10     0     1     1    10
  1.2938939023000570E-01 a        11     0     1     1    11
  9.9436601103927602E-01 a        12     0     1     1    12
 -1.0438571972877950E+00 a        13     0     1     1    13
  1.1117365494564073E+00 a        14     0     1     1    14
 -5.3562072226275648E-01 a        15     0     1     1    15
  7.5736518333534253E-01 a        16     0     1     1    16
  6.4133311184631403E-01 a        17     0     1     1    17
  3.5712597499097620E-01 a        18     0     1     1    18
 -3.4447418362033949E-01 a        19     0     1     1    19
  4.3248187932802051E-01 a        20     0     1     1    20
 -1.5809578295625076E-01 a        21     0     2     1     1
  7.6699940112637255E-01 a        22     0     2     1     2
  2.8419267511442603E-01 a        23     0     2     1     3
 -5.3416801468583841E-01 a        24     0     2     1     4
  1.7735812626066055E-01 a        25     0     2     1     5
  4.0430641391115640E-01 a        26     0     2     1     6
  2.7409719517744580E+00 a        27     0     2     1     7
 -2.6647948599118731E-01 a        28     0     2     1     8
  7.4460917502300694E-01 a        29     0     2     1     9
  5.7618347614698451E-01 a        30     0     2     1    10
 -2.4209324449373759E-01 a        31     0     2     1    11
 -3.0544622468874161E-01 a        32     0     2     1    12
  6.6748673450999374E-01 a        33     0     2     1    13
 -9.3656511863815028E-01 a        34     0     2     1    14
  9.1532304536906961E-01 a        35     0     2     1    15
 -2.5613763429031416E-01 a        36     0     2     1    16
 -1.1122140185775142E+00 a        37     0     2     1    17
 -3.0612092848507422E-01 a        38     0     2     1    18
 -1.7364806789986742E-01 a        39     0     2     1    19
 -5.6531111906513754E-01 a        40     0     2     1    20
  3.2543529677051980E-01 a        41     0     3     1     1
 -2.1760443199764462E-01 a        42     0     3     1     2
 -2.7119726293669055E-01 a        43     0     3     1     3
  6.1224421044650323E-01 a        44     0     3     1     4
 -2.3020257574943020E-01 a        45     0     3     1     5
  2.9744799329378659E-02 a        46     0     3     1     6
 -2.0073285996429605E-02 a        47     0     3     1     7
 -3.4431158608848178E-01 a        48     0     3     1     8
 -4.3694628909447303E-01 a        49     0     3     1     9
 -2.6597405889736192E-01 a        50     0     3     1    10
 -3.2573576793453729E-01 a        51     0     3     1    11
  1.2292319836068404E+00 a        52     0     3     1    12
 -1.1948357878746527E+00 a        53     0     3     1    13
  1.9824273830581474E-03 a        54     0     3     1    14
 -2.1813486406782007E-01 a        55     0     3     1    15
  2.0458034239819403E-01 a        56     0     3     1    16
  1.3657465461252766E-01 a        57     0     3     1    17
 -5.6745699516300818E-01 a        58     0     3     1    18
 -3.0145323852061140E-01 a        59     0     3     1    19
  2.1649457181930792E-01 a        60     0     3     1    20
 -1.6544088374709232E-01 a        61     0     4     1     1
  9.2265574621118368E-02 a        62     0     4     1     2
 -1.1837770364861420E-01 a        63     0     4     1     3
 -1.1572670208657447E-01 a        64     0     4     1     4
 -1.5290448160572440E-01 a        65     0     4     1     5
 -2.4147453799912205E-02 a        66     0     4     1     6
  4.1061848766895150E-03 a        67     0     4     1     7
  3.9217703503476264E-01 a        68     0     4     1     8
  1.7812732234257755E-01 a        69     0     4     1     9
 -1.5535111959912470E-01 a        70     0     4     1    10
  2.0062726905618605E-01 a        71     0     4     1    11
 -6.9393411453060871E-01 a        72     0     4     1    12
  7.8472245722480449E-01 a        73     0     4     1    13
  2.7294588480680476E-01 a        74     0     4     1    14
  2.3051110440683115E-01 a        75     0     4     1    15
 -2.0562019381210478E-01 a        76     0     4     1    16
  5.4898862335605336E-01 a        77     0     4     1    17
  6.4807735390843568E-01 a        78     0     4     1    18
  3.4879240857801130E-01 a        79     0     4     1    19
 -1.3383470930304511E-01 a        80     0     4     1    20
 -7.5985181820503900E-01 a        81     0     5     1     1
  2.9325036613203842E-01 a        82     0     5     1     2
  4.7734662042716419E-01 a        83     0     5     1     3
 -4.4819118420571076E-02 a        84     0     5     1     4
 -1.3424431916914709E-01 a        85     0     5     1     5
 -7.4859695092002840E-02 a        86     0     5     1     6
  1.1211337112755797E+00 a        87     0     5     1     7
  5.6326125583361442E-01 a        88     0     5     1     8
  9.4885504761952108E-02 a        89     0     5     1     9
  3.9573229541914179E-01 a        90     0     5     1    10
 -5.0947224571957495E-01 a        91     0     5     1    11
  1.3274023081883915E-01 a        92     0     5     1    12
 -1.3072704470886590E-01 a        93     0     5     1    13
 -1.3361458387169950E-01 a        94     0     5     1    14
  8.2789402095111569E-02 a        95     0     5     1    15
 -5.2720173423038308E-02 a        96     0     5     1    16
 -3.2409851650796789E-01 a        97     0     5     1    17
 -1.6614682604904121E-01 a        98     0     5     1    18
 -1.2353980844090751E-01 a        99     0     5     1    19
  3.6047260055563757E-01 a       100     0     5     1    20
  2.9079626600390757E-01 a       101     0     6     1     1
  1.1933031104214972E-01 a       102     0     6     1     2
  1.9839144512943616E-01 a       103     0     6     1     3
  1.4731835939721344E-01 a       104     0     6     1     4
  7.4320858804747769E-01 a       105     0     6     1     5
  2.7564648542720765E-01 a       106     0     6     1     6
 -1.3947650707969708E+00 a       107     0     6     1     7
  1.4534389873437867E-01 a       108     0     6     1     8
  4.4808244338091080E-01 a       109     0     6     1     9
  2.0547949631962287E-01 a       110     0     6     1    10
 -6.0250902887873360E-02 a       111     0     6     1    11
  1.9306046406682673E-01 a       112     0     6     1    12
 -8.6360212575533071E-02 a       113     0     6     1    13
  4.5246160311604844E-01 a       114     0     6     1    14
  2.8556705805002941E-01 a       115     0     6     1    15
 -6.5853614357708523E-01 a       116     0     6     1    16
  5.0638411045404552E-01 a       117     0     6     1    17
 -1.8774748482096992E-01 a       118     0     6     1    18
  3.1206166925077877E-01 a       119     0     6     1    19
  5.4540191186827802E-01 a       120     0     6     1    20
 -8.9864346548546747E-01 a       121     0     7     1     1
  5.3969644859106036E-01 a       122     0     7     1     2
 -2.1855274949345119E-01 a       123     0     7     1     3
 -4.1745993494059816E-02 a       124     0     7     1     4
 -2.0698754803837366E-01 a       125     0     7     1     5
  1.1944487808208849E-01 a       126     0     7     1     6
 -1.1249912678705503E+00 a       127     0     7     1     7
  7.8901621288307883E-02 a       128     0     7     1     8
 -2.3966544524579178E-01 a       129     0     7     1     9
  5.1011385686871258E-01 a       130     0     7     1    10
  4.6725243350816148E-01 a       131     0     7     1    11
  9.3432869412455141E-02 a       132     0     7     1    12
 -1.5184462230924492E-01 a       133     0     7     1    13
 -7.5716505648459206E-02 a       134     0     7     1    14
  5.2319855429939699E-01 a       135     0     7     1    15
  2.2251940368578405E-01 a       136     0     7     1    16
 -6.9125793004219693E-01 a       137     0     7     1    17
  9.2067489467062960E-02 a       138     0     7     1    18
  1.0279334348353089E-02 a       139     0     7     1    19
 -1.2225327178324665E+00 a       140     0     7     1    20
  1.0308697781075238E+00 a       141     0     8     1     1
 -2.6650366148766352E-01 a       142     0     8     1     2
 -3.4058346002076473E-01 a       143     0     8     1     3
 -5.6962431640679712E-01 a       144     0     8     1     4
 -9.2195037309294736E-02 a       145     0     8     1     5
  9.7915138199535547E-03 a       146     0     8     1     6
 -8.9894292990317493E-01 a       147     0     8     1     7
 -3.0993261271980807E-02 a       148     0     8     1     8
 -3.8498337384497115E-02 a       149     0     8     1     9
 -3.7996134478736864E-02 a       150     0     8     1    10
  8.8114014712309097E-01 a       151     0     8     1    11
  4.1507729499123243E-02 a       152     0     8     1    12
 -5.7403616086195819E-01 a       153     0     8     1    13
  1.5795532202018195E-01 a       154     0     8     1    14
 -2.2802665303358072E-01 a       155     0     8     1    15
  1.7571179540191334E-01 a       156     0     8     1    16
 -4.6937354140555491E-02 a       157     0     8     1    17
 -3.9140631517322577E-01 a       158     0     8     1    18
  1.9882271676418509E-01 a       159     0     8     1    19
 -2.6384926578438139E-01 a       160     0     8     1    20
 -8.2611715088041138E-01 a       161     0     9     1     1
 -4.1878732095554549E-01 a       162     0     9     1     2
 -2.9229288796930097E-01 a       163     0     9     1     3
 -4.6343420288773654E-02 a       164     0     9     1     4
 -2.8096071215197010E-01 a       165     0     9     1     5
  4.0374301778741052E-02 a       166     0     9     1     6
  1.2563762163481557E-01 a       167     0     9     1     7
 -1.2406342694775969E-01 a       168     0     9     1     8
 -2.9893783231961294E-02 a       169     0     9     1     9
 -5.2033956202775844E-01 a       170     0     9     1    10
  3.7158735199249157E-02 a       171     0     9     1    11
  5.8194157438219341E-01 a       172     0     9     1    12
 -5.8125462934289185E-01 a       173     0     9     1    13
  2.0080659390576935E-01 a       174     0     9     1    14
 -3.0597507630682130E-01 a       175     0     9     1    15
  2.0355177815171541E-01 a       176     0     9     1    16
 -8.0458806036740587E-03 a       177     0     9     1    17
 -3.3790734793706650E-01 a       178     0     9     1    18
