   1    1        0.056817790       0.750692450       0.535422570
   1    2        0.049035400       0.733801881       0.511770326
   1    3        0.033094917       0.690558470       0.453923969
   1    4        0.015326365       0.613129380       0.359844582
   1    5        0.000681635       0.379056130       0.145144367
   1    6        0.000000116       0.099158979       0.014140815
   1    7        0.303742678       1.374101777       0.950667957
   1    8        0.235810207       1.287115579       0.845399854
   1    9        0.120225731       1.081696249       0.620860609
   1   10        0.032412417       0.771739614       0.345340187
   1   11        0.000162353       0.213805507       0.039411695
   1   12        0.000000000       0.011145065       0.000284075
   1   13        0.000000000       0.971823088       0.674142370
   1   14        0.000000000       0.904632499       0.448357163
   1   15        0.000000000       0.747181452       0.200857852
   1   16        0.000000000       0.513834679       0.067521608
   1   17        0.000000000       0.113060914       0.004983123
   1   18        0.000173036       0.089741938       0.014016891
   1   19        0.159049241       1.528033231       0.924189394
   1   20        0.021928251       0.741271301       0.264708443
   1   21        0.000000000       2.966883486       0.538884027
   1   22        0.000000000       2.907583844       0.942197930
   1   23        0.000000000       2.010270751       0.098215870
   1   24        0.000000000       1.984445110       0.269188161
   2    1        0.000000000       2.840136700       2.022427109
   2    2        0.000000000       0.925422032       0.681974012
   2    3        0.000000000       2.479841745       1.345071490
   2    4        0.000000000       0.763221458       0.458412591
   2    5        0.000000000       1.737259739       0.602573557
   2    6        0.000000000       0.456334883       0.193352815
   2    7        0.000000000       0.979460492       0.202564825
   2    8        0.000000000       0.166699990       0.045058226
   2    9        0.000000000       0.179451002       0.014949368
   2   10        0.000000000       0.002840834       0.000295471
   2   11        0.000000000       0.269412607       0.019135491
   2   12        0.000000000       0.039142871       0.003080234
   2   13        0.000000000       4.553843569       2.800523813
   2   14        0.000000000       4.827097878       3.161841792
   2   15        0.000000000       3.450986149       1.434508332
   2   16        0.000000000       4.185789633       2.325371247
   3    1        0.904224152       2.066881809       1.606267709
   3    2        0.833469552       2.007545008       1.535310978
   3    3        0.670584553       1.857396706       1.361771907
   3    4        0.438119010       1.595201594       1.079533747
   3    5        0.078461817       0.862496097       0.435433102
   3    6        0.000656033       0.155828033       0.042422445
   3    7        0.000000000       0.925422032       0.681974012
   3    8        0.000000000       0.763221458       0.458412591
   3    9        0.000000000       0.456334883       0.193352815
   3   10        0.000000000       0.166699990       0.045058226
   3   11        0.000000000       0.002840834       0.000295471
   3   12        0.226700653       1.450755585       0.737233133
   3   13        0.026515912       0.630416258       0.242989934
   3   14        0.000024620       0.427149376       0.024691249
   3   15        0.000000000       2.773800494       0.993854746
   3   16        0.000000000       3.196696257       1.300572740
   3   17        0.000000000       1.553136834       0.176102454
   3   18        0.000000000       1.767843771       0.364970085
       -0.0022195411        0.0037903600
