   1    1        0.165866306       1.150251278       0.596258580
   1    2        0.153557832       1.117121138       0.576151625
   1    3        0.129377333       1.046884305       0.534099497
   1    4        0.100054708       0.949743512       0.477212046
   1    5        0.046278101       0.709253284       0.342606118
   1    6        0.123261629       1.137980874       0.576333141
   1    7        0.090819048       1.122213144       0.556886439
   1    8        0.049303191       1.091394050       0.523892578
   1    9        0.237444578       2.231342694       0.927071145
   1   10        0.205030225       2.056354519       0.839559591
   1   11        0.147966614       1.724095491       0.676015706
   1   12        0.090715711       1.339980859       0.492654192
   1   13        0.020904454       0.674654564       0.200282009
   1   14        0.091811226       1.615739187       0.581957504
   1   15        0.034925820       1.254779643       0.384809986
   1   16        0.751433278       5.981202053       2.941799272
   1   17        0.866855577       3.527665557       1.839341041
   1   18        0.655964897       5.212588917       2.391783325
   1   19        0.808725291       3.318433461       1.595858867
   1   20        0.485006608       3.844183495       1.636759612
   1   21        0.693123352       2.897164460       1.256359093
   1   22        0.308353043       2.448769562       1.047554995
   1   23        0.541873300       2.364074731       0.984905817
   1   24        0.066848987       1.064338339       0.372634018
   1   25        0.238344311       1.287189548       0.628012203
   1   26        0.313718706       2.773703678       1.152109163
   1   27        0.639670343       2.954118854       1.132760729
   1   28        0.108662427       1.969479056       0.705507231
   1   29        0.467086800       2.460981749       1.031731943
   1   30        0.253524242       1.787085849       0.936409559
   1   31        0.001604317       0.488283013       0.085071113
   1   32        0.152752128       1.892027291       0.789749004
   1   33        0.000007644       0.228082000       0.011503735
   1   34        0.137125573       1.708147539       0.716181627
   1   35        0.123097616       1.618411278       0.650668981
   1   36        0.004782681       2.045360990       0.265908405
   1   37        0.482050526       5.378313230       1.738291957
   1   38        0.000029793       1.165464167       0.104040644
   1   39        0.398656831       4.498416406       1.576424196
   1   40        0.312949092       4.024125448       1.439974415
   1   41        0.000000000       1.638977784       0.277336855
   1   42        0.000000000       2.345366024       0.418105282
   1   43        0.000000002       2.411407835       0.355802422
   1   44        0.291716290       7.076306974       3.044028766
   1   45        0.005110613       2.911861916       0.364993787
   1   46        0.000000000       1.737800060       0.124517952
   1   47        0.559743272       6.287422066       2.055158900
   1   48        0.000000000       1.015661692       0.109207393
   1   49        0.002417389       0.540743798       0.102010577
   1   50        0.174404163       1.944323477       0.811707172
   1   51        0.005005377       0.323217524       0.081737304
   2    1        0.657274824       2.035556327       1.387251737
   2    2        0.624101027       1.990896131       1.340471012
   2    3        0.556439880       1.899792923       1.242632777
   2    4        0.468851968       1.770966345       1.110278766
   2    5        0.282152111       1.434986601       0.797105398
   2    6        0.583874553       2.036121388       1.340893327
   2    7        0.517651379       2.034158158       1.295648745
   2    8        0.411264390       2.030246850       1.218885418
   2    9        1.816106690       6.423665448       4.279400147
   2   10        0.000000000       2.189541276       1.033133655
   2   11        1.732440032       5.578661499       3.712915940
   2   12        0.000000000       1.886951428       0.795224774
   2   13        0.000000000       1.356753513       0.466887254
   2   14        1.791632237       5.344368008       3.536483686
   2   15        1.333358805       3.319570974       2.291476135
   2   16        0.000000000       0.828594178       0.224874979
   2   17        0.000000000       1.500470197       0.470830607
   2   18        0.000000000       0.507075315       0.112303320
   2   19        0.747962094       2.131986148       1.461129531
   2   20        0.000000000       0.191093591       0.029261491
   2   21        0.312388927       1.426100462       0.817025816
   2   22        0.058038559       0.709369295       0.280292723
   2   23        0.122039701       1.730637203       0.670932369
   2   24        0.009773230       1.214363043       0.346743324
   2   25        0.044741762       1.262354388       0.453445211
   2   26        0.000246995       0.691187474       0.129256166
   2   27        0.010857802       0.943006651       0.311434796
   2   28        0.270028501       3.357922699       1.405435122
   2   29        0.019403340       2.831690039       0.926045318
   2   30        0.065567757       2.241016565       0.960026987
   2   31        0.000490372       1.841475028       0.480637183
   2   32        0.015911795       1.533406115       0.671402062
   2   33        0.000000000       2.357307473       0.519029987
   2   34        0.000000000       0.389055598       0.018429503
   2   35        0.000000000       8.530817821       3.314077670
   2   36        0.000000000       0.828396152       0.126674366
   2   37        0.005022603       2.426018991       1.048668182
   2   38        0.000000487       3.848184040       1.363272649
   2   39        0.277493995       3.784158320       1.611777182
   2   40        0.000000000       1.397576616       0.217060308
   2   41        0.000000000       0.138455586       0.004478793
   2   42        0.020733761       3.520744462       1.203579386
   2   43        0.000000000       3.596744231       0.870507742
   2   44        0.000000000       0.379638470       0.012041681
   2   45        0.121234911       1.712147007       0.676217801
   2   46        0.009807347       1.313200307       0.386707395
       -0.1693317533       -0.0480493525
